author,published_at,updated_at,like_count,text,label,sentiment
@r3ky9,2024-01-08T19:05:51Z,2024-01-08T19:05:51Z,1.0,pinter ngomong banyak br jujur iklas negara cuma prabowo prajurit sejati,There are many who are clever at speaking bit The only one who is honest and sincere for the country is Prabowo A true soldier,positive
@AyraKhirana,2024-01-08T19:05:13Z,2024-01-08T19:05:13Z,0.0,bowo kurang tegas belit belit gtu mau jdi prsdn kurang sat set keburu bom,b BOWO IS LESS DEFINITELY CONTRACTING GTU WANT TO BE PRSDN LESS SAT SET RUSH AT THE BOMB,negative
@boompaw999,2024-01-08T18:59:24Z,2024-01-08T18:59:24Z,0.0,sumpah lihat laki quot yg duduk sama mba najwa gk kali situ,I swear I saw two men The one sitting with Miss Najwa was useless there,negative
@Rock666stars,2024-01-08T18:59:18Z,2024-01-08T18:59:18Z,2.0,rangking debat br 1 01 br 2 03 br 3 02 br br nilai br 1 90 br 2 80 br 3 10,b Debate ranking br 1 01 br 2 03 br 3 02 br br Value br 1 90 br 2 80 br 3 10,positive
@okievaleno77,2024-01-08T18:57:49Z,2024-01-08T18:57:49Z,1.0,sini yg prajurit siapa yg akan paling ngerti perang siapa,b Whose soldier here seems to know the most about war,negative
@kangml8150,2024-01-08T18:57:15Z,2024-01-08T18:57:15Z,1.0,anies terlalu munafik mana data negara buka tempat umum bicara etika padahal orang munafik senior,b Anies is too hypocritical how can country data be disclosed in public he talks about ethics even though he is a hypocrite from his seniors,negative
@manaaja1333,2024-01-08T18:53:38Z,2024-01-08T18:53:38Z,1.0,apa itu gemoy tetap hati,b Whatever it is gemoy remains in my heart,neutral
@user-qe5wt4nl7h,2024-01-08T18:53:26Z,2024-01-08T18:53:26Z,1.0,anis anis,b Anis anis,neutral
@ronnibdhr-yn3fm,2024-01-08T18:50:45Z,2024-01-08T18:50:45Z,1.0,siapa yg jadi kerja sama indonesia ga usah fanatik nanti sakit hati,b Whoever becomes it will definitely work together for Indonesia no need to be a fanatic or it will hurt you,negative
@AbangJawa718,2024-01-08T18:43:44Z,2024-01-08T18:43:44Z,0.0,tulus mba najwa wkwkwkw,b The sincere one is Ms Najwa hahahahaha,positive
@teguhastroboy479,2024-01-08T18:42:00Z,2024-01-08T18:42:00Z,0.0,debat rasa koreksi kerja menhan personal banget kerja nggak semua kerja lancar,b debating the feeling of correcting the minister of defense s performance it s very personal In work not all work goes smoothly,positive
@tasyatasut4398,2024-01-08T18:41:45Z,2024-01-08T18:41:45Z,0.0,manis bgt anis ngmng nya wkwk,b Anis says it s so sweet hahaha,positive
@user-lv8hg7xh6h,2024-01-08T18:40:02Z,2024-01-08T18:40:02Z,0.0,rakyat indonesia memilikihmu pak prabowo,b We the Indonesian people have you Pak Prabowo,neutral
@user-lv8hg7xh6h,2024-01-08T18:39:46Z,2024-01-08T18:39:46Z,1.0,rakyat indonesia memilikihmu pak prabowo,b We the Indonesian people have you Pak Prabowo,neutral
@user-lv8hg7xh6h,2024-01-08T18:38:54Z,2024-01-08T18:38:54Z,1.0,itu bukan kamu pak anih br nyata rakyat lebih banyak dukung pak prabowo gibran,b And it s not you sir Anih br In fact the people support Pak Prabowo and Gibran more,positive
@fajrunnaja7708,2024-01-08T18:38:51Z,2024-01-08T18:38:51Z,0.0,lihat lama2 kasi pak prabowo sudut capres tapi tema nya memang tahan jadi wajar apa untuk capres 1 memang usung ubah yg sampai dkritik nya lh yg mau ubah jadi mau tak mau seperti cara yakin bukan masalah personal,b If you look at it for a long time it s a shame that Pak Prabowo is being cornered by two other presidential candidates But the theme is defense so that s normal What s more the 1st presidential candidate really advocates change what he conveys and criticizes is what he wants to change So like it or not it has to be like that I m sure it s nothing personal,positive
@febrikaris25,2024-01-08T18:37:31Z,2024-01-08T18:37:31Z,0.0,gak sangka,b DON T THINK IT,neutral
@absyafq_ts2112,2024-01-08T18:37:27Z,2024-01-08T18:37:27Z,0.0,href https www youtube com watch sbjsg3afx00 amp 4800 1 20 00,b a href,neutral
@hendratubagus5318,2024-01-08T18:36:31Z,2024-01-08T18:36:31Z,1.0,ko aneh no urut malah ujung kaya ga mau dekat ma pak anis,b How strange is it that number two is even at the end like you don t want to be close ma am Anis,positive
@asamera9797,2024-01-08T18:33:28Z,2024-01-08T18:33:28Z,0.0,anis ga becus ngurus jakarta apa ngurus negara wkwkw ada ancur,b anis is not capable of managing Jakarta let alone managing the country hahaha what s there is destroyed,negative
@bayukrishna235,2024-01-08T18:32:38Z,2024-01-08T18:32:38Z,0.0,prabowo all in,b Prabowo all in,neutral
@gadingprakasa,2024-01-08T18:29:21Z,2024-01-08T18:29:21Z,0.0,pak anies pak anies,Sir Anies Sir Anies,neutral
@jenifersiahutta1115,2024-01-08T18:29:08Z,2024-01-08T18:29:08Z,0.0,benar gak emosi jwbnya no 2 keren kan ad bukti bukan cuma ngomong aja,b Actually I m not emotional the answer is number 2 it s cool there s proof it s not just talk,positive
@sketzabpn8249,2024-01-08T18:24:33Z,2024-01-08T18:24:33Z,1.0,anies,b anies,neutral
@reynj1658,2024-01-08T18:21:55Z,2024-01-08T18:21:55Z,1.0,pro bapak prabowo gimana sejati pimpin bapak prabowo di apresiasi,b Pro Mr Prabowo no matter what Mr Prabowo s true leadership can be appreciated,positive
@vivoopoo22,2024-01-08T18:17:23Z,2024-01-08T18:17:23Z,0.0,kabeh mau gaji gede sejahtera semua ke mampu uang negara semua penting dgn dana batas mana yg lebih prioritas,b Kabeh yes I want a big salary and prosperity but everything goes back to the country s financial capabilities everything is important but with limited funds which one is more priority,positive
@bangedhi26,2024-01-08T18:16:53Z,2024-01-08T18:16:53Z,0.0,dukung cak imin sayang sama prabowo pak prabowo salah ambil cawapres lahir proses salah ilove prabowo dukung cak imin,b I support CAK IMIN AND LOVE PRABOWO but Pak Prabowo made the wrong choice as vice presidential candidate who was born from the wrong process Ilove Prabowo I SUPPORT CAK IMIN,neutral
@nahdaaghnia6844,2024-01-08T18:16:44Z,2024-01-08T18:16:44Z,1.0,mohon maaf panjang paslon no 3 ngomong ga sesuai perbuatanya pas ngomongin soal hutang korupsi coba bapak liat kader bapak brpa triliun yg udah korupsi contoh dana bansos covid smua bakal tanggung jawab pak akhirat,b APOLOGIZE AS LONG AS PASLOON NO 3 SPEAKS it doesn t match his actions especially when talking about debt and CORRUPTION try looking at your cadres how many trillions have been corrupted for example COVID BANSOS FUNDS EVERYTHING WILL BE ACCOUNTABLE SIR IN THE AFTERMATH,negative
@rajumangngi980,2024-01-08T18:12:22Z,2024-01-08T18:12:22Z,0.0,tetap 02,b Fixed 02 at,neutral
@hendrasyah85,2024-01-08T18:11:20Z,2024-01-08T18:11:20Z,0.0,cuma prabowo yg gak pake kaca mata,b Only Prabowo doesn t wear glasses,neutral
@user-ri4oe6du1i,2024-01-08T18:05:53Z,2024-01-08T18:05:53Z,0.0,ketua partai yg punya dukung orang tri yg jabat masih bnyak tekan interupsi jalan tugas apa daya orang tugas partai emis pindah quot partai klu tugas apa yakin bakal wujud,b Meanwhile even the party chairman has supporters and even a minister who is already in office still has a lot of pressure and interruptions in carrying out his duties What is the power of a party official and beggar to move the party while he is on duty Are you sure you will be able to make it happen,positive
@febylanyyuniar5020,2024-01-08T18:05:35Z,2024-01-08T18:05:35Z,0.0,masa tanya ga mau sihhh,b I don t want to ask if I don t want to,positive
@febylanyyuniar5020,2024-01-08T18:05:16Z,2024-01-08T18:05:16Z,1.0,pgn ngakak liat detik akhir,b don t want to laugh at the last second,positive
@yuridowahyudi5465,2024-01-08T18:03:03Z,2024-01-08T18:03:03Z,0.0,kalau tanya orang ga mandang orang nya langsung masuk etik buruk ga sih,Is it bad etiquette if you ask someone but don t look at the person directly,negative
@ud.gegaskarya9757,2024-01-08T18:02:33Z,2024-01-08T18:02:33Z,0.0,tuju,b Agree,positive
@jarkasihjarot7496,2024-01-08T18:01:47Z,2024-01-08T18:01:47Z,2.0,gk sih presiden prabowo wakil ganjar,b Can President Prabowo represent Ganjar,neutral
@berliananggita2139,2024-01-08T18:01:35Z,2024-01-08T18:01:35Z,0.0,pak anies cocok sekali jadi presiden rohingya,b Please Mr Anies you are very suitable to be Rohingya president,positive
@rhapsody92512,2024-01-08T18:00:45Z,2024-01-08T18:00:45Z,1.0,mbak nana aku kecewa hasil debat jadi kemarin sungguh sungguh debat yg kurang baik paslon 01 03 intervensi 02 nilai poin kerja menteri tahan ruang publik debat capres indikator asal nilai data bukti fakta yg aktual,Mbak Nana I m DISAPPOINTED with the results of the DEBATE that happened yesterday It was really a bad debate from Candidate Pair 01 and 03 who intervened in 02 By assessing the performance points of the minister of defense in the public sphere in the presidential candidate DEBATE without indicators Just judging without actual evidence and fact data,negative
@sibondindonesia7567,2024-01-08T17:59:51Z,2024-01-08T17:59:51Z,0.0,sangat aneh konyol soal data data tahan kok tanya jg malah becandaain soal pak prabowo mau jawab data2 bossss lihat bos sm luar negeri mosok data2 tahan mau umbar publik sm aja punya rumah punya pintu gampang maling masuk tahan paling sakral bossss dewasa paham mana yg sifat rahasia negara sm yg untung pak prabowo konsisten cinta tanah air dia mau kan di publik br biar asing gtw lemah br pokok makin yakin siapa negarawan sejati sm yg kaleng2 br hidup pak prabowo br insyaallah presiden 2024,b It s very strange and ridiculous why you are asking about defense data this is also being joked about because Pak Prabowo doesn t want to answer the data the boss has also seen this foreign sm bosses are looking at the defense data and want to make it public that s all I have a house I don t have a door it s easy for thieves to come in The most sacred defense bossss please be mature and understand which ones are state secrets and which ones are not profitable Pak Prabowo is consistent and loves his country so he doesn t want to reveal them to the public br Because if foreigners are our weaknesses br Basically I am increasingly convinced who the real statesmen are and the ones who can br Long live Pak Prabowo br God willing president in 2024,positive
@user-vt3ig7vv1u,2024-01-08T17:59:47Z,2024-01-08T17:59:47Z,0.0,omon omon,b Omon Omon,neutral
@biepod5819,2024-01-08T17:59:47Z,2024-01-08T17:59:47Z,0.0,coba pikir aja masing2 mulut manis cerdik bisa beri hasil baik nnti blg kata kan bukan fakta ehh tau fakta jlebb,b Just think about each of us with a sweet and clever mouth can it give good results Then you say it s not the fact but you know it s the fact JLEBB,positive
@alphynsanygez,2024-01-08T17:58:54Z,2024-01-08T17:58:54Z,0.0,saya cukup partai merah nenek banteng lama cukup 2 periode anak panjang tangan tuju 3 periode negeri wakanda br saat ubah lebih baik dan baik yang baik,b For me the red party from Grandma Bull has been enough and 2 periods with children as an extension of 3 periods in the land of Wakanda have been enough br It s time to change for the better and improve the bad things,positive
@kontapamungkas6779,2024-01-08T17:57:50Z,2024-01-08T17:57:50Z,0.0,gilaaaaaa 02 digiles mulu,B Gilaaa 02 Diesel,neutral
@GalaSetra-ue3ve,2024-01-08T17:55:15Z,2024-01-08T17:55:15Z,0.0,kn negara indonesia yg kental adat adab ktimuran jgn bndingkan debat indo dg amerika monyoong,This is Indonesia which has strong Eastern customs and manners Don t compare the debate in Indonesia with that in America Monyoong,positive
@marmutlampungchanel8697,2024-01-08T17:52:50Z,2024-01-08T17:52:50Z,5.0,nambah yakin gw sama prabowo,b I m even more confident with Prabowo,positive
@juniuschrist,2024-01-08T17:52:06Z,2024-01-08T17:52:06Z,0.0,pikir pakai kaki,b Think with your FEET,neutral
@jerichofernando5869,2024-01-08T17:51:47Z,2024-01-08T17:51:47Z,0.0,anies cmn bs nyinyir woe,b ANIES CMN BS SINGING WOE,negative
@imammahmud5427,2024-01-08T17:50:05Z,2024-01-08T17:50:05Z,0.0,kasi cari temen buat ngadepin paslon,b It s a shame to look for friends to face other candidate pairs,neutral
@yulisafrina8581,2024-01-08T17:49:48Z,2024-01-08T17:49:48Z,0.0,waktu nya cuma 1 menit suruh bantah data segitu banyak itu jugaa piyee pak,b You only have 1 minute but you re told to deny that much data right then and there Piyee anyway sir,negative
@user-gl2rm6du6d,2024-01-08T17:47:19Z,2024-01-08T17:47:19Z,0.0,all in prabowo,b All in Prabowo,neutral
@user-hq9um7dw2l,2024-01-08T17:44:27Z,2024-01-08T17:44:27Z,0.0,tuju saya tunggu kak najwa undang mreka tiga capres semat link data digital mreka tiga akses kami rakyat milenial cinta tanah air generasi yg datang di kolom komentar terimakasih,By the way I agree I m waiting Sis Najwa invites the three of us to be presidential candidates embed the digital data link for the three of them to be accessed by us millennial people who love our country for future generations in the comments column Thank You,positive
@vivoopoo22,2024-01-08T17:43:47Z,2024-01-08T17:43:47Z,0.0,prabowo yess,b Prabowo yess,neutral
@andydarwis1178,2024-01-08T17:41:36Z,2024-01-08T17:41:36Z,0.0,maju terus pak ganjar pak anis blm paham perintah anis tdk kerja,Keep moving forward Mr Gangar Mr Anis doesn t understand government yet Anis can t work,neutral
@user-rh3sn1tf4r,2024-01-08T17:39:34Z,2024-01-08T17:39:34Z,0.0,najwa ga tajam nih,b Najwa isn t sharp anymore,neutral
@herubambang115,2024-01-08T17:38:53Z,2024-01-08T17:38:53Z,1.0,indonesia pernah jadi negara yg martabat segani asia aman stabil jarang bunuh quot sadis cuma 1x wkt presiden mantan militer,b Indonesia was once a dignified and respected country in Asia and with stable security there were rarely sadistic murders Only once namely when the president was a former military man,positive
@nurrohman8035,2024-01-08T17:37:14Z,2024-01-08T17:37:14Z,2.0,semangat pak prabowo,b Cheer up Mr Prabowo,positive
@SiAjg,2024-01-08T17:37:13Z,2024-01-08T17:37:13Z,0.0,peduli mau paling muda tua nyata orang lebih tua lebih baik kata jujur berani nyata realita hanya omong untuk prabowo pancing ga pancing tetep konsisten beri kalimat kata2 semangat pak prabowo 39 all in prabowo gibran 39,b It doesn t matter whether you are the youngest or the oldest for real older people are better off telling the truth daring to state the reality not just talking whether Prabowo is interested or not he still consistently gives sentences in Pak Prabowo s encouraging words all in Prabowo Gibran,positive
@Chunonk87-su8bw,2024-01-08T17:36:26Z,2024-01-08T17:36:26Z,0.0,si ajig mancing emosi bapa prabowo subianto,b Ajig is provoking the emotions of our father Prabowo Subianto,negative
@user-br5ch7le6b,2024-01-08T17:35:40Z,2024-01-08T17:35:40Z,0.0,prabowo gaseru baperan gausah ajak konciin toilet gausah ajak debat ganti am wakilny pa mahfud lebih riah lwbih isi,b prabowo gaseru baperu other x don t need to be invited conciin in the toilet don t be invited to debate change me deputy pa mahfud is more merry lw more contained,positive
@zehanalgifari6749,2024-01-08T17:34:52Z,2024-01-08T17:34:52Z,0.0,fakta pandai bicara ngeles pribadi licik gw tetep pilih prabowo apa ada kerja nyata,b The fact is that those who are good at talking and bluffing are cunning individuals I still choose Prabowo who is as is but does real work,positive
@ms.anitasanjaya,2024-01-08T17:34:51Z,2024-01-08T17:34:51Z,0.0,pikir pernah menang curang pilgub jakarta di ulang pilpres cara yg sama,b He thinks he once won fraudulently in the Jakarta gubernatorial election he could repeat it in the presidential election in the same way,positive
@sabrinamelina7702,2024-01-08T17:33:58Z,2024-01-08T17:33:58Z,0.0,kalo memang gaada dengki mau kritik ganjar pas dirosting jangan cut,b If you really don t want to be criticized and punished when it s broadcast please don t cut it okay,negative
@fakurmuhammadiqbal462,2024-01-08T17:32:40Z,2024-01-08T17:32:40Z,0.0,masalah militer anis sama ganjar tau apa,b You know what Anis and Ganjar have military problems with,negative
@user-br5ch7le6b,2024-01-08T17:32:37Z,2024-01-08T17:32:37Z,0.0,kpu kurang selektif dlm pilih moderator panggil mb nana udah seruu,KPU is not selective in choosing moderators calling Ms Nana will definitely be fun,positive
@jablasepatu8128,2024-01-08T17:32:25Z,2024-01-08T17:32:25Z,0.0,bang wowo jokowi 3 peiode,b BANG WOWO JOKOWI 3 PEIODES,neutral
@jablasepatu8128,2024-01-08T17:32:23Z,2024-01-08T17:32:23Z,0.0,bang wowo jokowi 3 peiode,b BANG WOWO JOKOWI 3 PEIODES,neutral
@faisalagustian6384,2024-01-08T17:29:45Z,2024-01-08T17:29:45Z,1.0,ya gk muncul iklan no 1 padahal bagus banget,b Why doesn t ad number 1 appear Even though it s really good,positive
@jablasepatu8128,2024-01-08T17:29:16Z,2024-01-08T17:29:16Z,0.0,bang wowo jokowi 3 peiode,b BANG WOWO JOKOWI 3 PEIODES,neutral
@olnntn7821,2024-01-08T17:28:35Z,2024-01-08T17:28:35Z,0.0,,b,neutral
@tanpaediting6007,2024-01-08T17:27:45Z,2024-01-08T17:27:45Z,0.0,ganjar aneh prabowo bilang data salah keliru keliru arti lengkap jadi keliru apa sebab nya mas ganjar mas ganjar,b ganjar is strange Prabowo didn t say his data was wrong but it was wrong wrong in the sense of incomplete so there was a mistake what was the cause mas Ganjar mas Ganjar,negative
@DUDIDUDIDAM18,2024-01-08T17:27:35Z,2024-01-08T17:27:35Z,1.0,betul sekali bukan debat lebih cerdas cermat kurang ouas,b That s right this isn t a debate but more like a quiz it s still not clear enough,positive
@nasiudukmpokita2447,2024-01-08T17:27:16Z,2024-01-08T17:27:16Z,1.0,buat emak2 mah yg penting presiden bisa bikin sembako murah semua butuh sehari2 murah tdk presiden yg skrg semua harga butuh pokok lambung,b For mothers the important thing is that the president can make basic food cheap all daily necessities cheap not like the current president the prices of all basic necessities have soared,negative
@TrihusniWijaya,2024-01-08T17:25:48Z,2024-01-08T17:26:40Z,1.0,views debat 3 channel kpu 2 jt an sdgkan views narasi sdh 6 jt an yg masuk trending kpu serius nanya,b Views of the 3rd debate on the KPU channel are 2 million while Narasi s views are already 6 million but the KPU is trending Seriously asking,negative
@adveniasabiana3803,2024-01-08T17:25:44Z,2024-01-08T17:25:44Z,1.0,tuju tiga paslon capres cawapres undang mata najwa lebih enak kalo debat nya saut2an walaupun ada durasi cuman gak batas bgt 1 2 menit kayak debat kpu,b Agree that the three presidential and vice presidential candidates are invited to Mata Najwa it s better if the debate is lively although there must be a duration but it s not limited to 1 2 minutes like in this KPU debate,positive
@yuridowahyudi5465,2024-01-08T17:24:40Z,2024-01-08T17:24:40Z,0.0,prof anis lama 5 tahun apa udh bapak buat jakarta,Prof Anies in the past 5 years what have you done for Jakarta,neutral
@baiqimbrang8854,2024-01-08T17:24:34Z,2024-01-08T17:24:34Z,0.0,alhamdulillah indonesian aman terima kasih pak probowo,Thank God Indonesia is safe thank you Mr Prabowo,positive
@gadingprakasa,2024-01-08T17:23:08Z,2024-01-08T17:23:08Z,1.0,01 nyenggol terus ga sih lurus lurus aja kalo debat apa emang ahli cuma nyenggol doang resolusi lu apa nis adeh malu gw kalo punya presiden kaya elo amit amit,b 01 keeps nudging can you just be straight when debating Is it really because his only skill is nudging what s your resolution OK I d be embarrassed if I had a president like you God forbid,positive
@ireneflorencia1943,2024-01-08T17:21:25Z,2024-01-08T17:21:25Z,0.0,prabowo dominan prabowo selalu ambil zona nyaman terlalu batas jawab lihat general,b Prabowo can be dominant but Prabowo always takes his comfort zone and limits his answers too much so he looks general,positive
@hadawiahawie2523,2024-01-08T17:20:56Z,2024-01-08T17:20:56Z,0.0,tuju pak prabowo soal tahan suatu negara bukan mau umbar publik tahan suatu negara bukan pakai debat tahan suatu negara sifat khusus rahasia tdk gampang umbar pak prabowo seorg prajurit jk bahas masalah tahan suatu negara tdk sembarang harus umbar dipake debat masalah aman selamat rakyat indonesia ingat mata2 dunia dimana2 yg tdk senang dgn indonesia pak prabowo jaga yg tau negara ini aman tdk presiden panglima tinggi jajar tri tahan debat tadi bikin kecewa ko sy jd malu jgn beri nilai dlm bentuk angka hasil kerja seseorg yg turut salah banget apa dua man gub ini lama pimpin masyarakat dpt nilai 100 saya sendiri mulai bingung mana bilang kerja yg mana bilang prestasi gampang sekali beri nilai,b Agree Mr Prabowo The issue of a country s defense is not to be announced publicly a country s defense is not to be used for debate a country s defense is special and secret it is not that easy to make it public Pak Prabowo is a soldier If you discuss a country s defense issues you don t have to just talk about it let alone use it as a debate Because this is a matter of security and the safety of the Indonesian people remember there are world spies everywhere especially those who are not happy with Indonesia And Pak Prabowo is guarding that Who knows whether our country is safe or not the president the high commanders and their staff the minister of defense This debate made me disappointed and why am I embarrassed don t give marks in the form of numbers for someone s work which in my opinion is really wrong Did these two governors get a score of 100 while they were leading their community until I started to get confused which one say work which is called achievement so it s so easy to give marks,negative
@alfianrifqiaufar1841,2024-01-08T17:19:13Z,2024-01-08T17:19:13Z,0.0,good move from pak ganjar rltaking notes from anies statement,b Good move from Pak Ganjar rltaking notes from Anies statement,positive
@jimiardiyansah8734,2024-01-08T17:17:09Z,2024-01-08T17:17:09Z,0.0,anis dongeng ganjar motivator pak prabowo pimpin,b Anis storyteller Ganjar motivator Mr PRABOWO THE LEADER,neutral
@memeycute4374,2024-01-08T17:17:02Z,2024-01-08T17:17:02Z,0.0,dr dl lemah pak prabowo bisa kontrol emosi nya paslon 01 terlalu manis kata2 nya trkdg kok takut sama yg manis2 jadi mantabkan utk paslon 03 siapa yg mjd pimpin doa nya sama moga indonesia lebih baik rakyat makin sejahtera,b Dr dl Pak Prabowo s weakness is not being able to control his emotions And Candidate Candidate 01 is too sweet his words don t work so I m afraid of sweet things so I m making him strong for Candidate Candidate 03 Whoever becomes leader will have the same prayers I hope Indonesia is better the people are more prosperous,positive
@GalaSetra-ue3ve,2024-01-08T17:16:47Z,2024-01-08T17:16:47Z,3.0,pak prabowo bahas tntang negara paslon 3 1 bahas pak prabowo yakin kan siapa yg jdi presiden mndatang,b Pak Prabowo discussed the country Candidates 3 and 1 discussed Mr Prabowo Are you sure who will be the next president,positive
@citraatrina,2024-01-08T17:16:27Z,2024-01-08T17:16:27Z,0.0,mba najwa gmn nih masak ngambil sponsor iklan kader politik mutya hafid udh mulai pihak nih cerita hehe jujur kaget bingung liat iklan nya berkali2,Mba Najwa how do you get the political cadre advertising sponsorship from Mutya Hafid Is the story starting to take sides Hehe to be honest I was shocked and confused when I saw the ad over and over again,negative
@nickysumigar817,2024-01-08T17:16:12Z,2024-01-08T17:16:12Z,0.0,anies ganjar bahaya aman negara umbar data tahan yg diupdate negara,b ANIES GANJAR ENDANGERS THE NATION S SECURITY BY SPENDING DEFENSE DATA THAT CAN BE UPDATED BY OTHER COUNTRIES,positive
@rudirukmana8720,2024-01-08T17:14:45Z,2024-01-08T17:14:45Z,0.0,liat ngebet banget yg onoh,b You look really stupid and stupid,negative
@user-kj3kk6fx5p,2024-01-08T17:11:15Z,2024-01-08T17:11:15Z,0.0,no urut 2 3,b No massage 2 or 3,negative
@ichadonnelly4634,2024-01-08T17:10:58Z,2024-01-08T17:10:58Z,0.0,pak anis pak ganjar nilai kerja 100 100 moga kalian sehat dapat umur panjang supaya lihat pak prabowo mas gibran jadi presiden wakil presiden 2024,b Mr Anis and Mr Ganjar your performance rating is 100 out of 100 I hope you are healthy and have a long life so you can see Mr Prabowo and Mas Gibran become President and Vice President 2024,positive
@rudirukmana8720,2024-01-08T17:09:59Z,2024-01-08T17:09:59Z,0.0,hormat pak prabowo lama,b Respect Pak Prabowo forever,positive
@krangganpasar9738,2024-01-08T17:09:22Z,2024-01-08T17:09:22Z,1.0,anies ruaaar biasa serang pertanyaan2 sayang malah jawab emosianal palon 02,b Anies ruaar usually attacks with questions which unfortunately end up being emotional answers from palon 02,negative
@rullysetiarsa3004,2024-01-08T17:08:41Z,2024-01-09T00:50:37Z,0.0,omon omon omon teori mulu br ngomong udah kaya baca puisi br praktek nol br br rahasia negara bisa buka publik dong br br ganjar ktp ojo kelalen pak,b Omon omon omon old theory br Speaking is already rich in reading POETRY br practice is ZERO br br State secrets cannot be disclosed to the public bro br br Ganjar E KTP ojo be cool sir,positive
@rahmahrhm1806,2024-01-08T17:08:33Z,2024-01-08T17:08:33Z,0.0,bapak prabowoo menanggg yaaaaaa pak sehat sehattt pakkk br tau tuluss indonesia br juang terus pakkk br bismillah allah serta pak,b Mr PRABOWOO MUST CALL YAAAAAA SIR HEALTHY AND HEALTHY PAKKK br WE KNOW YOU ARE SINCERE FOR INDONESIA br CONTINUE FIGHTING YA PAKKK br BISMILLAH ALLAH IS WITH YOU SIR,positive
@nawangsasi7858,2024-01-08T17:07:57Z,2024-01-08T17:07:57Z,0.0,jelas anggar tahan kurang sumber uang negara banyak korupsi rakyat indonesia udah tahu semua rakyat udah pintar sekarang biaya hidup mahal banyak hidup susah udah bosan rakyat bohong terus,b It is clear that the defense budget is decreasing because much of the state s financial resources are in corruption The Indonesian people already know it all People are smart now because the cost of living is expensive and many people have a hard life people are tired of being lied to all the time,neutral
@kebbodjetto8379,2024-01-08T17:07:38Z,2024-01-08T17:07:38Z,1.0,wajar emossi lha rabowo paham datane malah omong seng ngawur tur nyerang,b It s normal to have emotions well Rabowo understands data but instead he talks nonsense tur attacks,negative
@vivisilviaindramayanti,2024-01-08T17:06:13Z,2024-01-08T17:06:13Z,0.0,ambisi siapa pak sampe nyalon presiden sampe 3 kali lucu paslon no 2 pak ganjar beri tanya sesuai data tidak jawab data memang di dalam harus lebih perform bisa jawab semua,b Who is the ambitious one sir The one who even ran for president 3 times This candidate candidate number 2 is funny Mr Gangar gave questions according to the data but he didn t answer them with the data If it was in there he should have performed better and he could answered everything,positive
@zafranadzriel8419,2024-01-08T17:05:30Z,2024-01-08T17:05:30Z,0.0,lihat ekspresi anis prabowo bicara,Look at Anies expression when Prabowo speaks,neutral
@danielharyanto6713,2024-01-08T17:03:11Z,2024-01-08T17:03:11Z,0.0,anies kaya dosen jurus bisnis tp bukan bisnis ngoceh doang,Anies said the lecturer majored in business but was not a businessman I can just chat,neutral
@sarahlidya2003,2024-01-08T17:01:55Z,2024-01-08T17:01:55Z,0.0,defenisi bapak ganjar jd tengah antara bapak prabowo bapak anis kayak 39 santai gess santai mau rantam aku ttp jd tengah kalian 39 wkwkwkwk br br inti semangat selalu bapak bapak,Mr Ganjar s definition of being a mediator between Mr Prabowo and Mr Anis like relax relax you can fight I ll still be your middleman hahaha br br the point is to always be enthusiastic gentlemen,positive
@muditaoktaviani4407,2024-01-08T17:00:16Z,2024-01-08T17:00:16Z,0.0,pa anis baik tidak perlu bangun rumah budaya tiap negara bukankah ada itpc dagang tiap negara bagai wakil sambung kenal produk quot indonesia,b Pa anis it would be better if there was no need to build a cultural house in each country isn t there already a trade IPC in each country which is a representative of the product introduction link Indonesia,positive
@coymrx_janganlupa_subcraibe,2024-01-08T16:59:01Z,2024-01-08T16:59:01Z,0.0,smngat pa prabowo,b Remember Pa Prabowo,neutral
@puspapratomo8842,2024-01-08T16:58:47Z,2024-01-08T16:58:47Z,0.0,kali nyalon presiden tahun jabat jadi kemenhan guess jam terbang bicara eh nyata malah buat bulan an sama paslon lain,Running for president many times serving as defense minister for many years I guess he has a lot of speaking time but it turns out he s even sharing a monthly basis with other candidate pairs,positive
@ifdabungo8980,2024-01-08T16:58:35Z,2024-01-08T16:58:35Z,0.0,prabowo debat quot keliru pak ganjar data nya keliru pak anies data keliru data keliru baik prabowo br br minta data keliru benar apa malah jawab kita temu akan jelas blablabala br br haduh kakek minta ketemu terus semua calon di kasih waktu sesuai sama rata harus jawab dong pak perlu jelas semua sebut keliru tadi yang benar apa,b prabowo in the debate That s wrong Mr Ganjar the data is wrong Mr Anies the data is wrong BUT THE WRONG DATA WAS NOT CORRECTED BY PRABOWO br br When asked what the wrong data was what was correct he answered Later we ll meet and I ll explain blablabala br br oh grandpa I m asking you to meet again all candidates are given appropriate and equal time so they have to answer sir you don t need to explain everything but tell me what the truth of the mistake was,negative
@harmokomoko5367,2024-01-08T16:57:45Z,2024-01-08T16:57:45Z,0.0,terlalu ambisi anis dri cara bicara sudah jelas kuasa singgung prabowo,Anies is too ambitious Just from the way he speaks it s clear he wants to rule offending Prabowo,positive
