author,published_at,updated_at,like_count,text,label,sentiment
@dapchannel2539,2024-01-09T18:47:26Z,2024-01-09T18:47:26Z,2.0,"Nyeleneh, sama aja tu pendukung Anis banyak omon nya, jadi ga masuk😮 ALL IN PRABOWO #2",b It s weird it s the same as Anis s supporters who talk a lot so they don t enter ALL IN PRABOWO 2,positive
@atvpedianet2960,2024-01-09T18:37:47Z,2024-01-09T18:37:47Z,0.0,Kalau aku sih entah pak wowo atau pak ganjar masih bingung.... Yang jelas udah pasti dan kuat anis masuk daftar hitam karena omonganya yang terlalu muluk&quot;....,b As for me whether Mr Wowo or Mr Gangar is still confused What is clear is that Anis is definitely and firmly on the blacklist because of his overly grandiose talk,positive
@057_zulfikarsmarsaoly2,2024-01-09T18:35:33Z,2024-01-09T18:35:33Z,1.0,"Luar biasa kritik pedas pak anies, kedepan lebih pedas lagi. Siapa tau kebobrokan kementan bisa kelihatan, aku heran kenapa di kritik kebijakan malah ibah terhadap pelaku ya.?",b Mr Anies s harsh criticism is extraordinary in the future it will be even more scathing Who knows the depravity of the Ministry of Agriculture could be seen I wonder why when criticizing the policy we end up giving praise to the perpetrators right,negative
@fathurgodmanozzora8417,2024-01-09T18:34:52Z,2024-01-09T18:34:52Z,0.0,Janda aja lebih menarik dan berpengalaman daripada yang perawan mesin nya udah panas dan bisa beli banyak,b A widow is more attractive and experienced than a virgin whose engine is already hot and can buy a lot,positive
@tommyfirmanda,2024-01-09T18:26:19Z,2024-01-09T18:26:19Z,0.0,Bangga suamiku dpet beasiswa LPDP. Semoga balik2 bisa dapat kerjaan di pemerintahan. Krna suami saya Tuna netra kuliah s3 di amerika. Smoga tdk melihat tuna netranya. Tapi kemampuannya kepintarannya,b Proud that my husband received the LPDP scholarship Hopefully I can get a job in government again Because my blind husband is studying for a PhD in America I hope you don t see the blind But his cleverness,positive
@atvpedianet2960,2024-01-09T18:19:39Z,2024-01-09T18:19:39Z,0.0,Kalau saya jujur dari ke 3 nya emang menyrut hati saya kurang ada  cocok.... Tapi karena sebagai i warga negara yang baik harus memilih... Yang pilih yang terbaik berdasarkan kinerjanya....,b If I m honest none of the three really suit me But because as a good citizen you have to choose The one who chooses the best is based on their performance,positive
@rudiirek7506,2024-01-09T18:15:14Z,2024-01-09T18:15:14Z,2.0,Tetap pak prabowo yg gua coblos nanti yg lain hanya halusinasi😅,b Still Mr Prabowo the one I m voting for the others will just be hallucinations,neutral
@tutisri6152,2024-01-09T18:14:57Z,2024-01-09T18:14:57Z,1.0,"bukan soal debatnya.saya mengagumi pak Prabowo,tapi cara dia mengamankan aset2 negara, contoh dgn mendidik dan merangkul anak muda bahwa dia telah mengamankan  aset negara,,kerena bagus dan jeleknya negara tergantung kepada generasi penerus sekarang,,dan begitu tulusnya hati seorang Prabowo dan dia siap kok jadi jambatan buat di injak untuk generasi penerus bangsa,<br>kalau di amatin omongan dia sangat lah dalam sekali,,",It s not about the debate I admire Pak Prabowo but the way he secures the country s assets for example by educating and embracing young people that he has secured the country s assets because the good and bad of the country depends on the next generation and how sincere a person s heart is Prabowo and he are ready to become a bridge for the next generation of the nation to step on if you look at what he says it s very deep,positive
@user-vc7lw8il3w,2024-01-09T18:13:29Z,2024-01-09T18:13:29Z,0.0,mbak apa betul anda saudara kandung anis baswedan?,Sis is it true that Anies Baswedan has a sibling,positive
@user-ih3yz4lh3n,2024-01-09T18:11:55Z,2024-01-09T18:11:55Z,0.0,Jadi penasaran kalo ketiganya dikumpulin untuk evaluasi debat kemaren wkwk,So I m curious if the three of them were gathered together to evaluate yesterday s debate hahaha,positive
@Giitaaaaa,2024-01-09T18:01:18Z,2024-01-09T18:01:18Z,45.0,Yang lain bawa data banyak yang keliru aku Tetap milih pak prabowo yang selalu bawa kejujuran 💙,b Others bring a lot of wrong data I still choose Pak Prabowo who always brings honesty,neutral
@ceritaburrik_,2024-01-09T17:55:54Z,2024-01-09T17:55:54Z,0.0,Juan yang dibelakangmu boleh juga keknya tuh,b Juan behind you can also have the cake,neutral
@user-gc8nj4ni8u,2024-01-09T17:55:21Z,2024-01-09T17:55:21Z,0.0,"woi Kalsel mau bikin negara sendiri gak mau ikut Indonesia,ribet",b woi South Kalimantan wants to create its own country and doesn t want to join Indonesia it s complicated,positive
@ceritaburrik_,2024-01-09T17:55:09Z,2024-01-09T17:55:09Z,0.0,Juan yang dibelakangmu boleh juga keknya tuh,b Juan behind you can also have the cake,neutral
@user-xu8xb4sx8f,2024-01-09T17:53:45Z,2024-01-09T17:53:45Z,1.0,Pak anis sllu berbicara tentang ektika … tp dia sendiri tidak menujukan ektika nya untuk salaman kepada pak prabowo yg notabenya seniornya dan yg lebih tua dari nya lalu apa arti ektika yg sllu dia ucapkn,Mr Anis always talks about ektika but he himself doesn t use his ektika to greet Mr Prabowo who is actually his senior and older than him so what is the meaning of the ektika that he always says,positive
@kymneverly6760,2024-01-09T17:52:59Z,2024-01-09T17:52:59Z,0.0,Tuntas habis koruptor<br>Potong tanganya miskinkan koruptor<br>Knp ga ada yg berani melakukan itu ketika menjadi presiden,b End the corruptors br Cut off their hands and impoverish the corruptors br Why doesn t anyone dare to do that when they become president,negative
@anam_minza15,2024-01-09T17:37:41Z,2024-01-09T17:37:41Z,1.0,Personal ya di ring tinju aja tu pak anis wkwk,b Just be personal in the boxing ring Mr Anis hahaha,positive
@MuhammadRidwan-uh2cf,2024-01-09T17:26:54Z,2024-01-09T17:26:54Z,2.0,Saya sangat setuju kepada pak Anis untuk menjadi presiden,b I really agree with Mr Anies to become president,positive
@satrioisnubadi9968,2024-01-09T17:24:18Z,2024-01-09T17:24:18Z,1.0,Ga emosi kok biasa aja. Masyarakat tau si anis penganut gombalisme yang lapuk,I m not emotional it s just normal People know that Anis is a follower of rotten rags,negative
@ropinus4030,2024-01-09T17:23:08Z,2024-01-09T17:23:08Z,0.0,Siapa yg skip kompers pas anis di tanya 😂,b Who skipped the compers when Anis was asked,neutral
@madremfernandes273,2024-01-09T17:19:43Z,2024-01-09T17:19:43Z,1.0,"Debat kok cuma nyerang salah satu calon,,,emang boleh kayak gitu 🤣🤣",How come the debate only attacks one candidate it s really okay to be like that,positive
@user-ew3zp6xz6r,2024-01-09T17:15:07Z,2024-01-09T17:15:07Z,0.0,Allin Prabowo dong,b Allin Prabowo dong,neutral
@Nyht789,2024-01-09T17:14:25Z,2024-01-09T17:14:25Z,0.0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7036"">1:57:16</a> gak nyambung",b a href gak nyambung,neutral
@adhydhiyar8159,2024-01-09T17:10:26Z,2024-01-09T17:10:26Z,0.0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=2533"">42:13</a> anjir ngakak cukk pas ada yg bilang gibran lari😂😂",b a href Anjir laughed when someone said Gibran ran away,positive
@rahmauyung3249,2024-01-09T17:02:06Z,2024-01-09T17:17:56Z,0.0,"Pak Anis, bener deh Kalo menang mah Alhamdulillah , tapi Kalo enggak gimana Coba! udah omon omon kalo kata prabowo 😂",Sir Anis it s true that if you win thank God but if not how about trying I m already talking nonsense when Prabowo says,positive
@egaega6656,2024-01-09T17:00:33Z,2024-01-09T17:00:33Z,1.0,"02 sibuk dan fokus debat,01&amp;03 sibuk bahas pak Prabowo",b 02 busy and focused on debate 01 03 busy discussing Pak Prabowo,positive
@FaridzPutracinema,2024-01-09T16:56:11Z,2024-01-09T16:56:11Z,1.0,satu orang di sakiti ratusan juta orang akan membenci mu..  kemenangan sudah di depan mata buat no 2,one person is hurt hundreds of millions of people will hate you victory is in sight for number 2,negative
@aedheliopratama7186,2024-01-09T16:52:55Z,2024-01-09T16:52:55Z,1.0,&quot;Pak wowo mohon maaf bapak&quot; 🤣,b Sir wowo I m sorry sir,negative
@annasajimul752,2024-01-09T16:47:59Z,2024-01-09T16:49:17Z,0.0,"Saya golput cm karena menonton pertama kali &amp; mendengar debatan cawapres nampaknya prabowo terus di serang masalah rahasia negara   sebenarnya itu sangat di larang dan tidak boleh sampai di ketahui oleh negara lain, pertanyaan yg sangat TDK layak utk di bahas di depan publik, para cawapres jg pasti tau menjaga kerahasian negaranya itu wajib, dsni kita bs menilai. Semoga netizen faham cara memilih presiden yg layak utk negara",b I abstained because I watched it for the first time heard the vice presidential debate it seems that Prabowo continues to be attacked by the issue of state secrets in fact it is strictly prohibited and must not be known by other countries a question that is not suitable to be discussed in public the vice presidential candidates You also know that maintaining national secrecy is mandatory this is where we can judge Hopefully netizens understand how to choose a president who is worthy of the country,positive
@ecacaw,2024-01-09T16:46:01Z,2024-01-09T16:46:01Z,1.0,"ngomongin anti korupsi. gausah ke presiden atau dpr, sampe detik ini aja masih banyak macem lurah, camat atau bahkan oknum pemerintahan sektor2 yg korupsi. kl udh gila harta mau dimnta anti korupsi ngeberantasnya jg bknnya gampang",talking about anti corruption No need to go to the president or parliament even up to this moment there are still many village heads sub district heads or even government officials in various sectors who are corrupt If you re crazy about wealth you want to ask anti corruption to eradicate it it s not easy,negative
@tiptoegaming22,2024-01-09T16:43:27Z,2024-01-09T16:43:27Z,1.0,timses 01 beserta capres nya jg sama&quot; banyak omong ya wkwk,b timses 01 and the presidential candidates are also the same lots of talk hahaha,positive
@fendyajah3747,2024-01-09T16:39:12Z,2024-01-09T16:39:12Z,0.0,"Mantappp pak Ganjar, betapa arogannya bapak ketika bertanya ke paslon 03, bisa santaii aja pakk nanya nya, sampe segitunya pakk mau menjatuhkan pak 😢😢😢 sedih bener liat bpak bgtu amatt, tadinya saya respect bgt sama bapak",b Awesome Mr Ganjar how arrogant you are when you ask candidate pair 03 can you just relax sir asking to the point that you want to bring down the sir I m really sad to see you are so great I used to have a lot of respect for you,positive
@zubad,2024-01-09T16:34:57Z,2024-01-09T16:34:57Z,0.0,Papua All in anis krena mirip vicky prasetiyo pandai ngomong 🥰🥰🥰,Papua All in Anies because he looks like Vicky Prasetyo he s good at talking,positive
@anggiss93,2024-01-09T16:34:46Z,2024-01-09T16:34:46Z,1.0,"mohon maaf, penonton kenapa mesti berkali2 diberitahu &quot;Mohon tenang&quot; ya? Padahal ngerti bhsa Indonesia😢",I m sorry the audience why do you have to be told Please calm down over and over Even though you understand Indonesian,positive
@freshaanjani2561,2024-01-09T16:33:41Z,2024-01-09T16:33:41Z,2.0,sebel bgt gue liat mukanya anis wkwk,I m so annoyed to see his anis face hahaha,positive
@user-xu8xb4sx8f,2024-01-09T16:32:24Z,2024-01-09T16:32:24Z,7.0,"Kalian fokus tatap mata anis dan senyum nya sumpah kelihatan sekali penuh dengan kemunafikan kesrakahan haus akan kekuasa,an ya allah jangan sampai anis jadi presiden",b You focus on Anis s eyes and his smile I swear it looks full of hypocrisy greed thirst for power oh God don t let Anis become president,positive
@murizmediaofficial7,2024-01-09T16:32:20Z,2024-01-09T16:32:20Z,0.0,Gaza???????????,b Gaza,neutral
@ometv9948,2024-01-09T16:31:04Z,2024-01-09T16:31:04Z,1.0,pak anis kebanyakan tidur sepertinya.<br>mengapa rahasia negara harus di umbar,Mr Anies sleeps most of the time it seems br why should state secrets be revealed,neutral
@agungprasetya9264,2024-01-09T16:28:37Z,2024-01-09T16:28:37Z,0.0,Yuh laaah.....dukung debat terbuka ketiga capresss...support di mata najwa....sampai tuntas...ngga sensor2an...demi masa depan negara...karena kami rakyat berhak tahu....,b Yuh laaah support the open debate of the three presidential candidates support in Najwa s eyes until the end no censorship for the future of the country because we the people have the right to know,positive
@budiriawan6017,2024-01-09T16:27:08Z,2024-01-09T16:27:08Z,0.0,Setuuujuuuu ayuuukkk debat ke mata Najwa🎉🎉,b Setuuujuuuu ayuuukkk the debate is the head of Najwa,neutral
@kikiwahyu_,2024-01-09T16:26:58Z,2024-01-09T16:26:58Z,0.0,setuju debat di mata najwa dengan waktu yang terbuka. agar kita tidak salah memilih calon presiden dan wakil presiden,b agree the debate in Najwa s eyes with open time so that we don t choose the wrong presidential and vice presidential candidates,negative
@asgafhanafi1087,2024-01-09T16:23:16Z,2024-01-09T16:23:16Z,0.0,jd ngeri saat dengar popcash dr richard dgn nara sumber ko alvian lim. buat apa memilih klo dari awal sudah ada pemenangnya.. smoga pemilu kali ini berjalan transparan &amp; jujur..aamiin,I was horrified when I heard Dr Richard s popcash with the source Ko Alvian Lim why vote if there is already a winner from the start hopefully this election will be transparent honest amen,positive
@almuhtaaj5900,2024-01-09T16:13:04Z,2024-01-09T16:13:04Z,0.0,"Kita kalo ingin mengabdi belajarlah etika di usia dini pak, supaya semua keputusan bapak berlandaskn pada etika,<br>NO ETIKA NO MORAL",b If we want to serve learn ethics at an early age sir so that all your decisions are based on ethics br NO ETHICS NO MORALS,negative
@itsaarra2915,2024-01-09T16:11:58Z,2024-01-09T16:11:58Z,2.0,Licik bngt tatapan mAnis,b Very cunning sweet look,positive
@TapaiBasi-ds1nz,2024-01-09T16:11:07Z,2024-01-09T16:11:07Z,0.0,Dan ternyata ke amanan itu SDH tidak nyata ...Rohingya bisa dngn mudah nebus indo...apakabar ada musuh ato teroris,b And it turns out that SDH s security is not real Rohingya can easily redeem Indonesia is it news that there are enemies or terrorists,negative
@derimeizantoni4214,2024-01-09T16:05:15Z,2024-01-09T16:05:15Z,0.0,"Pak Anis pintar bicara, tapi biasanya kalau pintar bicara suka bohong.. <a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=9308"">2:35:08</a> <a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=9309"">2:35:09</a>",b Mr Anis is good at talking but usually when he s good at talking he likes to lie a href a href,positive
@Haa_story,2024-01-09T16:00:35Z,2024-01-09T16:00:35Z,0.0,Nti yg jadi presiden nmr 2 biar aja yg lain menghina wowo yesel iya,BiNti is the number 2 president so that someone else insults wowo yesel yes,positive
@raodatuljannah4414,2024-01-09T16:00:07Z,2024-01-09T16:00:07Z,5.0,"Emang beda kelasnya Paslon 02 sma Paslon yg lain, Paslon 02 benar² fokus sma visi misi dan sangat tidak mau menjatuhkan Paslon lain. So elegan❤❤❤",b It s true that the class of Paslon 02 is different from the other high school Paslons Paslon 02 really focuses on the vision and mission of the high school and really doesn t want to bring down other Paslons So elegant,positive
@VIZANet,2024-01-09T15:59:31Z,2024-01-09T15:59:31Z,1.0,Keliatan banget 1 lawan 2 nya.,b It really looks like 1 versus 2,positive
@julyartawan7362,2024-01-09T15:58:51Z,2024-01-09T15:58:51Z,0.0,Pak Anis...berapa negara yg bernego ke PBB untuk membebaskan Palestina tapi tidak di terima...kecuali yg mana berani bertidak sendiri...,Mr Anies how many countries negotiated with the UN to liberate Palestine but were not accepted except for those who dared to act alone,negative
@achmadfauzichanel5891,2024-01-09T15:57:25Z,2024-01-09T15:57:25Z,0.0,"Idenya bagus semua kok. Tidak ada yang buruk. Semua itikad mereka baik. Namun, ada bagian yang menjadi penting yaitu keberpihakan mereka. Kemanakah mereka berpihak dalam merumuskan kebijakan mereka? Politik menilai policy, bagaimana mereka mengkrbankan yang satu untu mendorong yang lain. Amat dilematis boss. Sebab yang jadi hambatan adalah anggaran yang sedikit serta pelaksanaan program yang berbelit², belum lagi negara kita amat luas juga terdiri dari berbagai pulau-pulau, serta dengan bermacam aturan yang membelenggu kaki kita sendiri dalam melaksanakan program tersebut. Ciaaaah yaudah lah ya gk usah dibikin ribet, yang pasti kita pilih mereka yang programnya identik dengan wilayah masing-masing diri kita sendiri",b The ideas are all good Nothing bad All their intentions are good However there is an important part namely their alignment Where do they side in formulating their policies Politics assesses policies how they sacrifice one to encourage others Very dilemma boss Because the obstacles are a small budget and complicated program implementation not to mention that our country is very large and consists of various islands and with various regulations that shackle our own feet in implementing the program Ciaaaah that s all right no need to make it complicated what s certain is that we choose those whose programs are identical to our respective areas,positive
@AgusSalim-sc1it,2024-01-09T15:52:31Z,2024-01-09T15:52:31Z,0.0,"Yang masih jadi pertanyaan sy, Saat mba Nana minta potongan Video saat momen jabat tangan. Namun tidak ditampilkan saat Pak 02 langsung membuang Muka setelah berjabat tangan sama 03. Akhirnya jadi gorengan publik dari yang sebenarnya teejadi. Mungkin Tim Narasi pendukung 02 yah?",b The question I still have is when Ms Nana asked for a video clip of the handshake moment However it was not shown when Mr 02 immediately looked away after shaking hands with 03 In the end it became public knowledge of what actually happened Maybe the supporting Narrative Team 02 huh,positive
@anggitafardiyanti9330,2024-01-09T15:52:06Z,2024-01-09T15:52:06Z,1.0,Baru kali ini gak sih yg katanya &quot;debat&quot; malah julid kayak emak emak kampung lg ngerumpi??? Apa sebegitunya etikanya? Halooo ini debat BAKAL CALON PRESIDEN LHO,b Isn t this the first time that what was said to be debate actually shuddered like village mothers having a chat What is the ethics like that Hello this is a debate about the PRESIDENTIAL CANDIDATE LHO,positive
@gloryasha4602,2024-01-09T15:50:48Z,2024-01-09T15:50:48Z,0.0,"Gak peduli dengan argumen kuat, sudah banyak penyair dg kata2 indah. Hanya butuh bukti nyata 😅",Don t care about strong arguments there are many poets with beautiful words Just need real proof,positive
@real_ganang4125,2024-01-09T15:49:57Z,2024-01-09T15:49:57Z,0.0,02 gaspol,b 02 gaspol,neutral
@Gal26,2024-01-09T15:49:15Z,2024-01-09T15:49:15Z,0.0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=13830"">3:50:30</a> Silakan ditonton bagian tersebut, sudah jelas kan siapa tokoh antagonisnya <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",b a href Please watch that part it s clear who the antagonist is a href UCkszU2WH9gy1mb0dV 11UJg KsIfY6LzFoLM6AKanYDQAg a,positive
@ivanaji2813,2024-01-09T15:47:50Z,2024-01-09T15:47:50Z,0.0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=257"">4:17</a>",b a href,neutral
@dkaynia0328,2024-01-09T15:44:11Z,2024-01-09T15:44:11Z,0.0,"Namanya juga DEBAT  CAPRES berarti harus saling seranglah.. Yg diserang, klo fakta yg dipaparkan lawan bukan fakta ya jawab/lawan! bukan kayak mental anak SD yg kena bully.. Ini bukan acara MALAM KEMESRAAN CAPRES...  Klo semua pada setuju dimana letak debatnya? Yg ditanyakan anies  bukan masalah pribadi... Contoh Masalah pribadi tu kayak gini &#39;Pak prabowo kok bau ketek? Ini cuma contoh ya ..jgn pula saya dilaporin sama pendukung 02...",b It s also called a PRESIDENTIAL DEBATE which means you have to attack each other Those who are being attacked if the facts presented by your opponent are not facts answer fight It s not like the mentality of an elementary school child who gets bullied This isn t a presidential candidate s AFFAIR NIGHT If everyone agrees where is the debate What Anies is asking is not a personal problem An example of a personal problem is something like Pak Prabowo why do your underarms smell This is just an example don t report me to supporters of 02,negative
@nandasucimutia2946,2024-01-09T15:36:58Z,2024-01-09T15:36:58Z,0.0,"pak Anies the best, smart  🤗🤗🤗",b pak Anies the best smart,positive
@DaffaUlhaq-sq8ny,2024-01-09T15:36:17Z,2024-01-09T15:36:17Z,1.0,GANJAR DULU KORUPSI MAU JADI PRESIDEN HAHAHAHA PAYAHH,b GET CORRUPTION WANT TO BE PRESIDENT HAHAHAHA PAYAHH,positive
@DaffaUlhaq-sq8ny,2024-01-09T15:35:49Z,2024-01-09T15:35:49Z,1.0,ANISS MAU JADI PRESIDEN HAHAHAHA JDI GUBENUR JUGA GAK BENERR HAHAHAH,b ANISS WANTS TO BE PRESIDENT HAHAHAHA TO BE GOVERNOR IS ALSO NOT REAL HAHAHAH,neutral
@niaazanfiter,2024-01-09T15:34:57Z,2024-01-09T15:34:57Z,1.0,"Udah geli makin geli, seegois itukah untuk menang? Padahal tujuannya untuk pamer visi misi, kinerja dan inovasi, eh malah pamer nginjek lawan 😂🎉🎉",b It s getting more and more amusing how selfish is it to win Even though the aim is to show off the vision and mission performance and innovation it actually shows off the opponent s goals,positive
@user-ks5uo5hk2t,2024-01-09T15:31:51Z,2024-01-09T15:31:51Z,0.0,Ganjar paling dominan dalam visi misi,b Rewards are the most dominant in the vision and mission,positive
@tiaareska139,2024-01-09T15:31:06Z,2024-01-09T15:31:06Z,0.0,"Sebenarnya kalau di bilang dana terbatas, makanya swbanarnya setiap kementrian bisa saling kerjasama koq! Contohnya Kemenlu colab denga Kementrian pariwisata, jadi saling mendukung",b Actually if you say funds are limited that s actually why every ministry can collaborate with each other For example the Ministry of Foreign Affairs collaborates with the Ministry of Tourism so they support each other,positive
@vallecend6855,2024-01-09T15:30:27Z,2024-01-09T15:30:27Z,0.0,"Sungguh debat yang sangat &quot;mendidik&quot;, dimana di dalam debat yang bertemakan pertahanan, keamanan, hubungan internasional, dan geopolitik, yang dibicarakan BUKAN mengenai potensi keanggotaan Indonesia di forum-forum besar seperti BRICS dan OECD, BUKAN mengenai manuver-manuver pertahanan yang signifikan seperti pembelian pesawat tempur dassault rafale dari Prancis, BUKAN mengenai kecenderungan dunia terhadap dedolarisasi yang sedang berlangsung akibat sanksi AS ke Rusia, dan bagaimana respons Indonesia untuk kedepannya. Tapi malah apa yang dibicarakan? RUMAH, GAJI, HACKING... Oh ya sama tanah 320 (eh 340) hektare yang SAMA SEKALI TIDAK BERHUBUNGAN... Kalau mau membicarakan ketimpangan sosial/ekonomi, atau kesejahteraan si A atau si B, lebih baik bicara saat temanya soal EKONOMI, bukan saat temanya soal PERTAHANAN beserta hal-hal INTERNASIONAL lainnya. Dan kalau mau bicara soal hacking dan segala hal yang berhubungan soal teknologi, itu nanti di debat terakhir pada 4 Februari 2024.",b Really a very educated debate where in the debate on the themes of defense security international relations and geopolitics what is discussed is NOT about Indonesia s potential membership in major forums such as BRICS and OECD NOT about the defense maneuvers that as significant as the purchase of Dassault Rafale fighter aircraft from France NOT about the world trend towards ongoing dedollarization due to US sanctions on Russia and how Indonesia will respond in the future But what is being said instead HOUSE SALARY HACKING Oh yes 320 eh 340 hectares of land which is COMPLETELY NOT RELATED If you want to talk about social economic inequality or the welfare of person A or person B it s better to talk when the topic is ECONOMY not when the theme is about DEFENSE and other INTERNATIONAL matters And if you want to talk about hacking and everything related to technology that will be in the final debate on February 4 2024,positive
@iismasitoh_,2024-01-09T15:29:29Z,2024-01-09T15:29:29Z,0.0,Anies baswedan❤,b Anies baswedan,neutral
@Dafa19_,2024-01-09T15:27:32Z,2024-01-09T15:27:32Z,0.0,Bangun rumah dp 0,b Build a house dp 0,neutral
@Dafa19_,2024-01-09T15:26:13Z,2024-01-09T15:26:13Z,0.0,Pertanyaannya C semua y😊,b The questions are all C s,neutral
@ok8711,2024-01-09T15:25:05Z,2024-01-09T15:25:05Z,0.0,Yang ribut komen pendukung 1-2 doang 😂,b Only 1 2 supporting comments are noisy,positive
@windakusumadewi6308,2024-01-09T15:24:47Z,2024-01-09T15:24:47Z,0.0,Kesian pak prabowo 😢 taun ini ke anis dulu,I feel sorry for Mr Prabowo this year he went to Anies first,negative
@fitriaindriyanilestari4945,2024-01-09T15:24:19Z,2024-01-09T15:24:19Z,1.0,Anies bustam bgt,b Anies is really bustam,neutral
@annemeganugrayatri6617,2024-01-09T15:21:49Z,2024-01-09T15:21:49Z,0.0,Setujuuu mata najwaa 👏👏,b Agree Mata Najwaa,positive
@halimperdanakusuma2407,2024-01-09T15:21:40Z,2024-01-09T15:21:40Z,0.0,"Mantap pak anis tegas ,lugas ,cerdas❤",Awesome Mr Anies firm direct intelligent,positive
@triaschannel112,2024-01-09T15:20:40Z,2024-01-09T15:20:40Z,1.0,"Sumpah cukup kaget sama jawaban anis terkait ttg alat peperangan yg dibeli, secara tdk langsung beliau menilai itu hal yg tdk penting. Padahal hal tsb sangat penting, kalo kita gaada alat2 perang sewaktu2 ada yg menyerang bahaya utk negara dong. Lihatlah beberapa negara tetangga yg sedang perang, afganistan, palestina, ukrain, dsb. Bukannya ini bahaya? <br><br>Sy yakin pasti sdh ada hal yg dilakukan oleh pihak kementrian utk urusan dalam negeri, soal pinjol dsb, <br><br>Dan satu lagi, soal gaji kenapa di bandingkan ke jaman pak SBY? Gak inget kita kena Covid? Masih untung kita gaada inflasi parah, <br><br>Parah sih",b I swear I was quite surprised by Anis answer regarding the war equipment he had purchased he indirectly thought it was something unimportant Even though this is very important if we don t have the tools of war when someone attacks it s a danger to the country Look at several neighboring countries that are at war Afghanistan Palestine Ukraine etc Isn t this dangerous br br I m sure there must be something done by the ministry regarding domestic affairs loan issues etc br br And one more thing regarding salaries why compare them to Mr SBY s era Don t you remember we got Covid It s still fortunate that we don t have serious inflation br br It s really bad,negative
@evasulastrimalau,2024-01-09T15:18:43Z,2024-01-09T15:18:43Z,1.0,Pendukung #1 sadar benar ga sih semua retorika Anies sngat teoritis sehingga yg cuma relevan dan sependapaat hanya #02 &amp; #03. Coba pndukung #1 banyak makan ikan yg tinggi DHA dulu,b Supporters of 1 are well aware that all of Anies rhetoric is very theoretical so the only ones that are relevant and agree with it are only 02 03 Try support 1 eat lots of fish that are high in DHA first,positive
@nebolous3687,2024-01-09T15:18:07Z,2024-01-09T15:18:07Z,1.0,"prabowo ga emosi, orang nya tenang dan yang di omongkan benar sesuai fakta<br><br>2024 PRABOWO - GIBRAN ALL IN",b prabowo is not emotional he is a calm person and what he says is true according to the facts br br 2024 PRABOWO GIBRAN ALL IN,positive
@herihidayat3455,2024-01-09T15:16:33Z,2024-01-09T15:16:33Z,0.0,Akhir zaman ya gini saling fitnah:),b The end of time is like this slandering each other,positive
@Kafka_444,2024-01-09T15:13:50Z,2024-01-09T15:13:50Z,0.0,"<a href=""http://www.youtube.com/results?search_query=%23omonomonomon"">#OmonOmonOmon</a> 🤭",b a href,neutral
@salmaleoni5915,2024-01-09T15:07:55Z,2024-01-09T15:07:55Z,1.0,PRABOWO PRESIDENKUU!!!,b PRABOWO MY PRESIDENT,neutral
@depimaulana2157,2024-01-09T15:07:20Z,2024-01-09T15:07:20Z,0.0,Klean sadar gak ada yg beda video dsini sama d metro tv?,Do you realize there s no difference between the videos here and those on Metro TV,negative
@Rahmah77,2024-01-09T15:04:05Z,2024-01-09T15:04:05Z,0.0,Pliss aniss wkwkwkwk mengikik,b Pliss aniss wkwkwkwk giggling,positive
@SaifurRahman-ns3di,2024-01-09T15:01:30Z,2024-01-09T15:03:47Z,0.0,"Betul yang dibilang pak prabowo mengenai alutsista perang, itu gk ada yang namanya bekas atau baru, yang ada itu usia dari alat tersebut, karena contohnya seperti pesawat komersil, walaupun dia baru tetapi sering dipakai dan jam terbang/flight hoursnya sudah mencapai ketentuan groundid (contoh 50.000 jam) atau bisa disebut usianya sudah pensiun karena jam terbangnya, maka ya tetap saja pesawat itu tidak bisa dipakai lagi. Kalau misal pesawat itu bekas tapi flight hoursnya/jam terbangnya masih dibawah masa pensiunnya (misal 10.000 jam) ya tetap pesawat tersebut masih layak untuk dipakai, dan layak tidak layaknya suatu alutsista atau pesawat tempur itu tergantung MAINTENANCE atau perawatan dari alat tersebut.",b It s true what Pak Prabowo said regarding war equipment there is no such thing as used or new what exists is the age of the equipment because for example commercial aircraft even though they are new are often used and their flight hours have reached ground ID requirements for example 50 000 hours or it could be said that he is already retired because of his flying hours so the plane still cannot be used anymore For example if the aircraft is used but the flight hours flying hours are still below the retirement period for example 10 000 hours then the aircraft is still fit for use and whether or not it is suitable for a defense equipment or fighter aircraft depends on the MAINTENANCE or maintenance of the equipment,positive
@berlianartamelvinapurba2905,2024-01-09T15:01:14Z,2024-01-09T15:01:14Z,0.0,Prabowo Gibran🇮🇩,b Prabowo Gibran,neutral
@hermanjayadi2140,2024-01-09T14:58:48Z,2024-01-09T14:58:48Z,1.0,anis” bener” lu gak punya malu hahaha<br>kau sangat tidak pantas jadi presiden,b anis really you have no shame hahaha br you really don t deserve to be president,negative
