author,published_at,updated_at,like_count,text
@hamimadesaputra7331,2024-01-09T06:48:31Z,2024-01-09T06:48:31Z,0,pak ganjar sejalan pemikiran dengan pak anies....sy dukung pak anies.....tp klo seandainya pak ganjar yg menang ya udah gpp..
@fauziahnoorfarida8861,2024-01-09T06:48:13Z,2024-01-09T06:48:28Z,1,"Pak aniss liat rekam jejak digital tentang diri bpk deh , si paling pinter menjatuhkan lawan"
@fazlinanurkholiza-zb4mt,2024-01-09T06:48:06Z,2024-01-09T06:55:13Z,1,Ternyata sikap sifat Anies dan ganjar seperti ini 😢 semakin yakin tetap no. 2 pak wowo ❤
@fazlinanurkholiza-zb4mt,2024-01-09T06:46:02Z,2024-01-09T06:46:02Z,1,Tetap no 2. Sehat selalu pak prabowo ❤
@user-dj6rs2xb8f,2024-01-09T06:42:24Z,2024-01-09T06:42:24Z,0,Gini nih. Walopun dukunganya beda. Tp ga berantem. Pendukung yg lain dicontoh lah..
@irfanramadhan564,2024-01-09T06:41:57Z,2024-01-09T06:41:57Z,1,"Ada yg berubah pilihan capres gak sih, wktu nonton episode debat 1,2 smpai 3 ?"
@girsang-gt7zd,2024-01-09T06:40:47Z,2024-01-09T06:40:47Z,1,"Pak Anies pintar, debat lancar, teori oke, ngomong halus dan tertata dengan baik. Dia cocok jadi motivator, penganalisis, pembuat gagasan. Tapi dia bukan player, bukan eksekutor, bukan leader. <br>Sebagai pemimpin negara Indonesia, kita butuh pemimpin yang player, bisa eksekusi, take action. <br><br>Sebagai warga Jakarta Barat, Kembangan, jalan di tempat saya kembali banjir yg sebelumnya sudah tidak banjir. <br><br>O ya, pak Anies tidak bisa menang tanpa menjatuhkan orang lain. Sudah terbukti dulu dan juga di debat terakhir ini. <br>Kalau misalnya dia jadi presiden nanti, apa dia mau menjatuhkan pemimpin negara lain utk mendapatkan apa yang dia mau? Yang ada jadi perang, Indonesia bisa dijajah. Hadeh. Karakter itu adalah orangnya. Dan karakter itu adalah mindset. <br>Pikir panjang lah.Urusan serius kalau milih pemimpin."
@WiwiApriliawinata-rp2ho,2024-01-09T06:38:22Z,2024-01-09T06:38:22Z,3,Pak PRABOWO kami sekelurga mendukungmu.. Coblos nomor✌❤❤❤
@alucard88888,2024-01-09T06:38:07Z,2024-01-09T06:38:07Z,0,ini debat ttg visi atau debat tttg kinerja yah?? ini agak ga sesuai dg tujuan debat sih..<br>nilai nol utk Anies.. bintang 1... attidute nol.. wkwkwkw...
@aliramdony4984,2024-01-09T06:37:16Z,2024-01-09T06:37:16Z,0,Menjatuhkan org lain demi mengangkat derajat sendiri
@user-yv9oy3qi3y,2024-01-09T06:36:54Z,2024-01-09T06:36:54Z,0,Knpa ga anis sama ganjar aja si presiden dan wakil presiden nya 🤨
@tomodasamuel1393,2024-01-09T06:35:23Z,2024-01-09T06:35:23Z,0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=12925"">3:35:25</a> nah Loh! Nah loh! 😮😂"
@muhammadferdyankusdiana1547,2024-01-09T06:29:16Z,2024-01-09T06:29:16Z,0,"pak prabowo sangat menjurus atas ke kemajuan dan pertahanan indonesia akan tetapi seolah olah paslon 1 &amp; 3 ingin membuka kelemahan pertahanan indonesia aduh pak anis pak ganjar sangat gegabah , all in prabowo ✌🏻 🤝✌🏻 presiden masa depan"
@idabagusalitmanuaba2689,2024-01-09T06:29:03Z,2024-01-09T06:29:03Z,0,C SEMUA
@pratpretprott,2024-01-09T06:28:23Z,2024-01-09T06:28:23Z,0,"Senjatanya buat rumah lagi, lah yang kemarin aja pake dp 0% masih angin, pak pak bo pake sepionnya"
@varidmuhammed2774,2024-01-09T06:27:13Z,2024-01-09T06:27:13Z,0,Sibapak jawaban nya ga ada yg nyambung dan terlalu umum 😂 kaya ga punya gagasan apa-apa
@ekkot9975,2024-01-09T06:26:03Z,2024-01-09T06:26:03Z,0,Gini amat debat presiden 😂😂ini beneran di namakan debat ?😂😂😂
@dwinaramach4409,2024-01-09T06:21:02Z,2024-01-09T06:21:02Z,2,Mending gausah pake penonton lah dari pada waktunya dipake negur terus 😂
@borborchannel9168,2024-01-09T06:19:41Z,2024-01-09T06:19:41Z,1,untuk materi tanya jawab panelis.sih oke... pas tanya jawab antar capres rumit bawa bawa pribadi pekerjaan pak prabowo
@Kimmanism,2024-01-09T06:16:47Z,2024-01-09T06:16:47Z,0,"Indonesia mau memiliki saham PT freeport hampir 60% amerika ketar ketir dan mulai melancarkan aksinya, terbukti ajang debat jadi ajang menjatuhkan lawan dan kredibilitasnya, jangan sampai upaya presiden saat ini jadi sia2 karena memilih presiden yang salah, yang dari awal secara gamblang tidak mau melanjutkan usaha2 presiden saat ini"
@user-jk3un9qd2f,2024-01-09T06:16:17Z,2024-01-09T06:16:17Z,0,Kami butuh yang jago di lapangan bukan cuman ngomong
@fitriadelimayanti3319,2024-01-09T06:14:40Z,2024-01-09T06:14:40Z,0,PANTESAN PAK BOWO NAWARIN DIRI KE PAK JOKOWI BUAT JADI MENTRI PERTAHANAN YA...KRN APA2 RAHASIAAA
@ytta18,2024-01-09T06:10:11Z,2024-01-09T06:10:11Z,0,Parbowo memang hebat tidak sinis terhadap calon yg lain semngat pak prabowo
@tetot,2024-01-09T06:08:32Z,2024-01-09T06:08:32Z,0,karena cuma presiden dan menhan yang tahu kedaruratan sebenarnya negara ini.
@febrianambarwati4978,2024-01-09T06:07:36Z,2024-01-09T06:07:36Z,0,"Ahh ga seru mainnya personal, jangan bawa bawa masalah personal dong keliatan banget mau ngejatuhinnya."
@JTX.com8223,2024-01-09T06:07:15Z,2024-01-09T06:07:15Z,1,Kita sebagai rakyat Indonesia yg baik Pilih aja Anis biar BBM di gratiskan bro. .👍
@naff1034,2024-01-09T06:06:50Z,2024-01-09T06:06:50Z,0,Jawaban pak Prabowo gak on point sama pertanyaanya
@diocandra1590,2024-01-09T06:01:12Z,2024-01-09T06:01:12Z,0,Polisi luar biasa ? Ahahaha saya saja sudah tidak percaya dengan polisi
@user-wi3po3so9j,2024-01-09T05:58:43Z,2024-01-09T05:58:43Z,0,"pantes emak2 byk dukung anies, mulut nya lemes kyk perempuan"
@kangtazyyy5881,2024-01-09T05:41:40Z,2024-01-09T05:41:40Z,0,"Jos,,, untuk BPK Prabowo Subianto BPK memang layak untuk jadi presiden RI 2024"
@HasanTiro-px2ti,2024-01-09T05:39:31Z,2024-01-09T05:39:31Z,1,"Dari ketiga capres Visi Misi nya sudah sangat Sangat Meyakinkan, Dari sini kita belajar kedepannya Memilih tanpa di Bayar artinya Berpolitik tanpa Money Politik"
@ekopras4959,2024-01-09T05:36:12Z,2024-01-09T05:36:12Z,0,Sudah mulai 2002 sy dah gak milih ngikut dan terserah siapa yg jd ....tp hny sekedar prediksi yg kuat  cuma no2 dan  no 3.....salam 🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳
@silvirayoniar310,2024-01-09T05:35:14Z,2024-01-09T05:35:14Z,1,Anies nih jahat bgt hatinya
@droindroo,2024-01-09T05:34:05Z,2024-01-09T05:35:30Z,0,"Liat Closing statment paslon 2 liat cawapresnya berdiri disamping capresnya seperi eyang nganter cucu ambil rapot, lebih cocok org2 dibelakang ada disampingnya <a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=15305"">4:15:05</a>"
@rahmaliaputrisubrata1240,2024-01-09T05:32:14Z,2024-01-09T05:32:14Z,3,"mas anis mas anis lagi sibuk sibuknya nyari kesalahan pak prabowo yg pernah bejasa dalam hidup anda ya mas, biar pamor anda naik karena sempat kalah poling😂😭"
@fikrohnabila5461,2024-01-09T05:28:30Z,2024-01-09T05:28:30Z,0,Setuju mb nana
@mitaalhasanah7614,2024-01-09T05:26:40Z,2024-01-09T05:26:40Z,0,"Pak prabowo memang layak jadi pemimpin tapi mungkin eranya bukan lagi sekarang, sedangkan pak anies dan pak ganjar lebih terbuka sama isu-isu yg yg terjadi skrang dan yang akan datang. Anak saja disuruh mendidik sesuai zaman, maka berlaku juga untuk memilih pemimpin sesuai zamannya."
@rizkakrisnayulia4172,2024-01-09T05:26:39Z,2024-01-09T05:26:39Z,0,"cari dah jejak di gital anies, apa yang udh di buat sma beliau."
@peace3853,2024-01-09T05:26:18Z,2024-01-09T06:00:00Z,0,"Sy akademisi di bidang keamanan (security)..Menurut saya ada kesalahan konsep yg mendasar dalam membagi materi debat ini.. yaitu pemisahan pertahanan dengan keamanan... karena yg berlaku di seluruh dunia pertahanan itu adalah bagian dari keamanan.. yg mana pertahanan adalah salah satu fungsi negara yang dilaksanakan dalam rangka menjaga keamanan negara dan lebih besar lagi dalam rangka keamanan nasional.  Jadi Militer itu adalah aktor keamanan negara.. sementara polisi itu aktor keamanan dan ketertiban masyarakat (Kamtibmas).. di luar negeri polisi masuk dalam keamanan publik (public security) ..jadi seharusnya pertanyaan panelis tidak bisa dipisah pertahanan dgn keamanan tetapi itu adalah dua kata yang tidak boleh terpisah hitam putih begitu...Dalam konteks keamanan nasional, militer, polisi, intelijen bahkan aktor sipil lainnya adalah aktor keamanan yg mana disesuaikan dgn ancaman yg datang.. misalnya Covid 19 adalah ancaman yg sdh dikategorikan mengancam Kamnas..maka kementerian kesehatan yg jadi aktor utama utk menghadapinya..yg lain membantu..tks.."
@eticarter3558,2024-01-09T05:22:49Z,2024-01-09T05:22:49Z,0,Pak prabowo bissmilah ❤
@ayaszone,2024-01-09T05:17:25Z,2024-01-09T05:17:25Z,0,All in prabowo
@deestya,2024-01-09T05:17:03Z,2024-01-09T05:17:03Z,0,"siapapun dukungan Anda, kita tetap Indonesia.."
@Nahra09,2024-01-09T05:15:04Z,2024-01-09T05:15:04Z,0,"Lebih tua, lebih senior wkwkw main senior²an yaaa ngeriii... pdhl in frame keliatan kalo abis salaman dgn 3 lgsg ngelonyor seakan menghindar.....<br>Dan gamau di tanya wartawan, takut ya? Wkwkwkw"
@ayambakar02,2024-01-09T05:10:52Z,2024-01-09T05:10:52Z,0,Inti nya setiap tahun naik gaji harga pangn juga naik....dh jelas kann gitu aja..entr kan yg miskin tambah miskin😊😊
@Iindriisme,2024-01-09T05:08:34Z,2024-01-09T05:08:34Z,0,Jadi yang diminta anies utk terbuka itu bukan masalah pertahanan negara ya... tapi soal kesejahteraan militer... disini banyak yg salah paham
@lilyahyani1644,2024-01-09T05:03:47Z,2024-01-09T05:03:47Z,1,"Bapake HGU itu masih bisa di ambil negara kalo ada keperluan pembangunan. Jd bukan semata mata punya pak prabowo, cuma nama saja. Gmn seh komisi 1 inih😅"
@yellowpet6613,2024-01-09T05:01:44Z,2024-01-09T05:01:44Z,1,Bye paslon 1... 😅😅😅
@ishysquirrel4894,2024-01-09T05:01:01Z,2024-01-09T05:01:01Z,1,Rahasia negara suruh dipublikasikan sunguh pertanyaan tulul
@SURGAAA,2024-01-09T04:58:32Z,2024-01-09T04:58:32Z,1,"Jika kamu menjahati orang, dan orang itu membalas dengan sujud dihadapan Allah., maka kamu dalam masalah."
@saefulanwar3593,2024-01-09T04:58:25Z,2024-01-09T04:58:25Z,0,"Awal debat ke 1  dukung AMIN,,sering post di sosmed jg,,ehh pas debat cawapres ragu nih cak imin omonganya gaduran,,, debat ke 3 ini kok jadi makin ragu ya,, ini milih pemimpin negara loh, pindah ke no 2 aja kali ya hehe,, maap ken Pak Anis, saya pindah haluan karna melihat mendengarkan yang maksud akal..😊"
@RoniSiburian-zc3bt,2024-01-09T04:55:04Z,2024-01-09T04:55:34Z,4,untuk melihat karakter pemimpin  beri dia jabatan by:ahok<br>anies pernah menjadi menteri dan gubernur dan lihatlah hasilnya ?apa?
@sitielvita2886,2024-01-09T04:54:51Z,2024-01-09T04:55:06Z,1,"Ini prabowo vs everybody namanya, bukan debat capres😢"
@yagitudeh7,2024-01-09T04:50:47Z,2024-01-09T04:50:47Z,1,anis anisss
@mayuhngajih7802,2024-01-09T04:49:44Z,2024-01-09T04:49:44Z,9,"Kami saranin nobar yang akan datang, undang komika aja kak, karena suara komika lebih jujur😂😂😂"
@tikapuuu,2024-01-09T04:46:01Z,2024-01-09T04:46:01Z,3,"02 bahas negara , 01 03 bahas prabowo"
@dindaratnajuwita1729,2024-01-09T04:45:56Z,2024-01-09T04:45:56Z,25,"Pak prabowo wajahnya kek gemes banget pengen jawab semuanya tapi memang beliau kurang pandai merangkai kata-kata. Tapi wajah pak prabowo keliat kalau tulus banget, sayang banget aku sama pak prabowo wkwkwk"
@NyiMas41293,2024-01-09T04:45:01Z,2024-01-09T04:45:01Z,1,Love you banyak pak prabowo❤
@wongbrebestulen1252,2024-01-09T04:40:35Z,2024-01-09T04:40:35Z,75,"Kesimpulan debat capres ke tiga adakah <br><br>&quot;Prabowo membahas negara, Anis dan Ganjar membahas Prabowo&quot;"
@HA-dl6dq,2024-01-09T04:39:20Z,2024-01-09T04:39:20Z,0,Sayang kok pakenya aqua.. bukannya boikot?
@wongbrebestulen1252,2024-01-09T04:38:51Z,2024-01-09T04:38:51Z,0,Anis selalu penyampaian visi sudah langsung menyerang dan merendahkan orang lain. Ambisi sekali
@faizaulia6235,2024-01-09T04:38:47Z,2024-01-09T04:38:47Z,0,"Tknnya Prabowo kurang gercep ,cari yg lebih cerdas dikit biar gak ikut ikut trus"
@user-xf4zq8ir1f,2024-01-09T04:37:12Z,2024-01-09T04:37:12Z,0,Setuju yuuk ke mata najwa
@tjenchandra1082,2024-01-09T04:33:46Z,2024-01-09T04:33:46Z,0,"Menurut saya, pak prabowo lebih baik tetap sabar, fokus pada visi misi, dan tidak terpengaruh penyerangan pribadi. Dari situ akan makin banyak orang tau siapa pemimpin yang baik. Pak prabowo akan meraih simpati orang2 baik dan bermoral. Orang2 yang diundang najwa kemarin mungkin senang dengan show debat nya. Tapi menurut saya banyak juga orang yang berpikiran positif dan melihat esensi kepribadian paslon dari situ, bukan dari show debatnya saja. Ganjar di sisi lain, firm dan fokus pada visi misi dan menurut saya sangat bagus. Ngga perlu membicarakan kekayaan personal karena apa perlu kekayaan surya paloh dan hary tanoe dan lain2nya diungkit2 juga, kan tidak perlu. Jadi menurut saya, kualitas debat KPU yang justru disorakin dan ditanggapi meriah sambil becanda2 oleh orang2 yang diundang najwa, menurut saya esensi debatnya ngga nyampe."
@zamzamtheking,2024-01-09T04:31:43Z,2024-01-09T04:31:43Z,0,Etika dimulai dari endas
@rendyaimar3001,2024-01-09T04:27:37Z,2024-01-09T04:27:37Z,1,Stop anis
@nurlurn,2024-01-09T04:27:27Z,2024-01-09T04:27:27Z,0,suporternya berisik su
@tukangnyiyir6499,2024-01-09T04:26:25Z,2024-01-09T04:26:25Z,0,"Mba NANA BIKIN POLLING DI CHENEL INI DONG KAYA CHENEL TETANGGA, MBA NANA KAN SUBCREBNYA SUDAH JUTAAN...<br>JIKA PILPRES HARI INI DI LAKSANAKAN ANDA MAU PILIH SIYAPAH..<br>1 ANIS<br>2 PRABOWO <br>3 GANJAR"
@kusnadiiskandar4542,2024-01-09T04:25:37Z,2024-01-09T04:25:37Z,0,Orang yg menceritakan kejahatan orang lain itu sesuai lagu Rhoma irama
@junotkentu7107,2024-01-09T04:23:36Z,2024-01-09T04:23:36Z,0,"Siapapun presidennya nanti,saya berharap bisa menghilangkan omnibuslaw"
@lilyahyani1644,2024-01-09T04:18:33Z,2024-01-09T04:18:33Z,40,Berkaca diair yang keruh beginilah isi otak calon pemimpin yang merendahkan tanpa melihat dirinya sendiri ❤
@galihpratama5962,2024-01-09T04:18:10Z,2024-01-09T04:18:10Z,0,Gaza tidak lemah pak !!! 🇵🇸
@EndahTri-ug8jt,2024-01-09T04:08:06Z,2024-01-09T04:08:06Z,0,Betah nya di indonesia
@ririsrisnawasih9816,2024-01-09T04:07:11Z,2024-01-09T04:07:11Z,1,"Harusnya di Anis di diskualifikasi ngebuly orang , ngebuly lebih kejam gak kebayang klau kalah Anis dan ganjar malunya hahaha"
@aleandromeda,2024-01-09T04:03:54Z,2024-01-09T04:03:54Z,0,"Prestasi nya Anies lebih cocok kalau dia yang dikasih nilai 11, dari 100.   <br>Jokowi 80. Dari 100.<br>Itu yg cocokkk"
@rzcreator6798,2024-01-09T04:03:43Z,2024-01-09T04:03:43Z,2,Tp emang untuk pertahanan GK semuanya boleh di buka... itu rahasia negara... contoh negara lain Amerika tidak akan membuka semua pertahanan nya... dan untuk alat tempur emang tidak ada yg baru... contoh pesawat F -35 Indonesia tidak di ijin kan Amerika untuk membeli nya. Karena Indonesia belum mampu menguasai teknologi nya...
@LawaErni-zt2iz,2024-01-09T04:02:32Z,2024-01-09T04:02:32Z,3,"Menyampaikan FAKTA di sebut JULID, Gak bisa BANTAH di sebut TULUS/SABAR, NYAPRES baru 1 kali di sebut AMBISI, NYAPRES 3 kali di sebut PENGABDIAN <a href=""http://www.youtube.com/results?search_query=%23salamwaras"">#salamwaras</a> <a href=""http://www.youtube.com/results?search_query=%23asalbukanprabowo"">#AsalBukanPrabowo</a>"
@bangakbartv,2024-01-09T03:57:58Z,2024-01-09T03:57:58Z,1,"Yg bawa hadirin masuk situ kan situ, hadirin trusss yg di suruh diam, trus hadirin tu gunanya di situ apa ,kalo cuma kehadiran mereka planga plongo😅"
@ganisafifah4085,2024-01-09T03:57:02Z,2024-01-09T03:57:02Z,0,"Baru sekali nyapres dibilangnya ambisi, apa kabar yang udah 3 kali nyapres terus dijadiin Menhan selama 5 tahun?"
@GannyBuana-sx7ek,2024-01-09T03:56:21Z,2024-01-09T03:56:21Z,0,Pak anies tolongg... Saya ktwa sampe sakit perut... Dgr penyampaian visi misinya wkwkwkwkwk
@user-dw9jd4nw1t,2024-01-09T03:51:35Z,2024-01-09T03:51:35Z,74,"Sebagai sosok yang memiliki latar belakang militer, Pak Prabowo dikenal memiliki kepemimpinan yang tegas dan otoriter. Namun, ia juga diakui memiliki kepedulian yang mendalam terhadap rakyat Indonesia dan memiliki visi untuk membawa negara ini menjadi lebih baik."
@musuhnetizen,2024-01-09T03:51:35Z,2024-01-09T03:51:35Z,0,"Menurut saya terkait debat kemarin. Ganjar tak disangka ternyata oke. Anies seperti biasa selalu bagus. Kalo Prabowo kyknya udah waktunya pensiun deh, soalnya kalo didebat segitu aja udah gitu, apalagi kalo nanti jadi presiden dikritik, takutnya ga kuat."
@ulumabie4672,2024-01-09T03:50:58Z,2024-01-09T03:50:58Z,0,kira2 org jakarta dukung anis nggak ya
@mariopurba7309,2024-01-09T03:49:07Z,2024-01-09T03:49:07Z,1,Pengen percaya sama kata2 anies tapi kok sulit ya....
@ekastw2007,2024-01-09T03:44:35Z,2024-01-09T03:44:35Z,0,"Selalu nanggung, baru mau rame udah habis waktu. Perlu regulasi yang baru"
@johannesdmkpratama,2024-01-09T03:44:17Z,2024-01-09T03:44:17Z,1,"Pak prabowo mentri pertahanan negara yang mengurusi bidang kedaulatan dan geopolitik pertahanan negara.Klo beliau membeli pesawat tempur,apa yang salah ? tidak ada yang salah kawan ,masa mentri pertahanan negara membeli beras ? Kan lucu atau mentri pertahanan membeli ikan ,ayam dan susu ber ton ton kan lucu ,pak prabowo menhan ya harus beli pesawat tempur ,senjata ,dan Alusista lainnya untuk menjaga kedaulatan NKRI . <br>Dan saat debat paslon ,01 dan 03 meminta data rahasia pertahanan negara ,apa ini pantas ? Dimana hati kalian kawan,melihat data pertahanan negara ini di jual ke negara mamarika ? Ingat ya klo kalian salah langkah dalam mengambil pilihan ,ingat bukan kalian saja yang terdampak ,tapi seluruh rakyat Indonesia ikut terdampak"
@jokoalrafaeyza2184,2024-01-09T03:43:33Z,2024-01-09T03:43:33Z,0,Antara Ganjar dan Anies sih .. kalau Prabowo udah lah gak ada isinya ditanyakan apa dijawab nya ngoceh 😢
@ricardoriandi1916,2024-01-09T03:42:57Z,2024-01-09T03:42:57Z,2,anies for president standup comedy indonesia !
@laedysepti7236,2024-01-09T03:42:45Z,2024-01-09T03:42:45Z,1,"Kelihatan jelas, Mata anis adalah perkataan yg bersifat kebohongan"
@user-sc1pu6gh2c,2024-01-09T03:38:56Z,2024-01-09T04:18:31Z,0,Kecewa pendudukung Anies hanya menyerang satu lawan doang sehingga ganjar memanfaatkan situasi  jiwa pemimpin ko begitu manis mulu kaya nyalon caleg lain hati demi ego  apalagi tidak sedikitpun menghargai kinerja Mentri2  yg sekarang jabat terutama Mentri Kemen sama mentri luar negeri
@mekaryasejati2099,2024-01-09T03:38:30Z,2024-01-09T03:38:30Z,2,"Selamat buat tiap Paslon 👍🏻👍🏻👍🏻 rakyat Indonesia tetap dukung no. Urut 3 🤟🤟🏻🤟🇮🇩🇮🇩🇮🇩❤️❤️❤️ terbuka, rendah hati, berpengalaman"
@AyuMerdhania,2024-01-09T03:36:27Z,2024-01-09T03:37:05Z,3,"Debat ini ko di liat2 lebih kaya bapak2 yg lg julid yaa, yg lg nyinyir &quot;lu kaya, gue miskin. Lu punya segalanya, gue engga&quot;. Bukan lebih menjelaskan visi misi &amp; apa yg bisa merangkul rakyat."
@user-ud5xn1xc4d,2024-01-09T03:32:38Z,2024-01-09T03:32:38Z,0,Anis ndomboss.. hadee
@ekkywicaksono7256,2024-01-09T03:32:17Z,2024-01-09T03:32:17Z,0,"Dari semua debat kayanya gak perlu ada debat lagi deh,gw gak paham politik cuma ya gak etis aja bahas negara jadi malah julid kesalahan seseorang haha,kalau emang mau debat toh disiapin dulu materi nya,kaya gini jadi keliatan gak matang materi nya atau ini cuma pertanyaan dari para partai pengusung nya?? Boneka dong? 🤦🏻‍♂️. Semoga pikiran rakyat terbuka deh yg katanya jabatan seorang “profesor” malah gak berbobot pertanyaan nya"
@tinowahyu242,2024-01-09T03:32:14Z,2024-01-09T03:32:14Z,10,&quot;tidak perlu kata² yang penteng bukti nyata&quot;<br>all in prabowo
@kimsohyun8494,2024-01-09T03:29:56Z,2024-01-09T03:29:56Z,6,"pak prabowo keren.debat tanpa menjatuhkan capres lain.dipancing ga <a href=""http://ngaruh.ga/"">ngaruh.ga</a> sibuk nyari kelemahan org 😊"
@enong_galanofficial320,2024-01-09T03:25:28Z,2024-01-09T03:25:28Z,0,Dari debat kemaren saya semakin yakin bakal milih GAMA
@Dhani-uv1sf,2024-01-09T03:23:05Z,2024-01-09T03:23:05Z,0,"Pak prabowo yg banyak nyerang personal, ungkapan &quot;mas anies..mas anies..&quot; , &quot;profesor..&quot; &quot;tidak cinta tanah air&quot; &quot;menghasut rakyat&quot; &quot;demi ambisi sendiri&quot; (bukankah itu isinya tuduhan semua?? dan hanya penilaian pribadi saja??)"
@SriWahyuni-wr1id,2024-01-09T03:22:57Z,2024-01-09T03:22:57Z,0,Panggung-nya ganjar &amp; anies ini debat.
@brlnreview,2024-01-09T03:19:50Z,2024-01-09T03:19:50Z,0,indonesia punya GRAN PLAN GAK SIH DI BIDANG KEAMANAN NEGARA?
@Elchapocartel666,2024-01-09T03:19:38Z,2024-01-09T03:19:38Z,0,Anis dan ganjar mana ngerti geopolitik
@wiem2579,2024-01-09T03:18:51Z,2024-01-09T04:09:01Z,0,Pak Ganjar yg paling layak. Rakyat tidak butuh dikasi makan gratis yg menumbuhkan mental pengemis. Tapi sediakan lapangan pekerjaan dan internet gratis yg lebih masuk akal
@intafillaeli2662,2024-01-09T03:17:10Z,2024-01-09T03:17:10Z,8,"Nangis banget liat pak prabowo , semangat pak saya dukung bapak selalu ❤"
@rizyreal,2024-01-09T03:16:27Z,2024-01-09T03:16:27Z,0,Keamanan Data Urusan Menkominfo 🤣
@niyon3885,2024-01-09T03:12:06Z,2024-01-09T03:12:06Z,0,Itu pipi sebelah kiri 02 emang ga bisa gerak kh? Kok ps ngomong yg gerak sebelah kanannnya aja
@syamsulashar3050,2024-01-09T03:06:08Z,2024-01-09T03:06:08Z,0,Skrg aniss lbh sering manyun 😂😂😂
@ommenooo,2024-01-09T03:05:07Z,2024-01-09T03:05:07Z,297,"Saya hanya ingin pemilu yg JUJUR, TRANSPARANSI , tidak ada &quot;KECURANGAN&quot; dlm apapun.  Murni pilihan rakyat.!"
@hadawiahawie2523,2024-01-09T03:03:23Z,2024-01-09T03:03:23Z,1,"Pak Jenderal Prabowo.. Saya sangat hormat padamu..bapak memilih diam untuk menjaga NKRI dari gangguan luar. Coba dicerna, dipikirkan kembali..kata2 itu.. Saya sangat kecewa dgn paslon 1 dan 3 apalagi saat memberi penilaian kerja..tdk usaha nilai kinerja org.."
@pilarmaspro,2024-01-09T03:01:33Z,2024-01-09T03:01:33Z,0,Sangat penting punya orang dalam 😅
@intanlaviana6644,2024-01-09T02:58:27Z,2024-01-09T02:58:27Z,0,Kemaren sepertinya debat ke 2 ada yang komentar....saya juga baru tau kalau debat boleh nyontek.....(beda ya sama yang baca data)
@kheisyachanel5888,2024-01-09T02:57:02Z,2024-01-09T02:57:02Z,0,❤❤❤prabowo gibran harga mati
@laluarju6822,2024-01-09T02:56:42Z,2024-01-09T02:56:42Z,1,"Presiden it otak bro, gak perlu turun ke jalan karena masalah di otak harus bener bener beres, untuk mengurus urusan di bawah sudah ad yang kerjain"
@lanangt4319,2024-01-09T02:53:46Z,2024-01-09T02:56:20Z,0,"bagus debat terbuka di Mata Najwa hadirkan para akademisi dan mahasiswa, jangan dibatasi waktu, kasih kesempatan para Capres untuk menjelaskan program kerja nya yang tidak tuntas tersampaikan dalam tiap debat, dan diberikan cukup waktu untuk para capres mengkritisi secara spontan proker masing2, jd pertanyaan dan jawaban murni kemampuan dan kecerdasaan tiap capres bukan hasil susunan dr TIMSES"
@laluarju6822,2024-01-09T02:51:55Z,2024-01-09T02:51:55Z,1,Dlu yang menjatuhkan firaun adalah anak angkatnya
@naufalzamrani3148,2024-01-09T02:49:52Z,2024-01-09T02:49:52Z,0,"Banyak yg minta capres 1,2,3 debat sma mata najwa. Wkwkwk kaga bakal trjadi, krna si anis ga prnah mau di undang di mata najwa hahahaha takut dia🤌🏻"
@matkelicuk8578,2024-01-09T02:49:47Z,2024-01-09T02:49:47Z,0,Belanja alat perang alasannya buat persiapan kalo tiba² negara diserang sama negara lain. Kalo kaya gitu ya ngapai indo gabung PBB. 😂😂😂
@ayamsorry_99,2024-01-09T02:48:33Z,2024-01-09T02:48:33Z,0,Mbak nana pisahin dong untuk video musyawarah setelan debat
@afilaroon7578,2024-01-09T02:45:48Z,2024-01-09T02:45:48Z,1,Menlu udh kerja keras sampai saat ini padahal hahaha aduh manis bgt pokoknya kata kata indahnya but gk butuh kata2 butuh realita saja pak! Kerja realistis yg ada gk ush muluk2 kata kata wkkwk
@MaryamNadaHadzkya,2024-01-09T02:45:05Z,2024-01-09T02:45:05Z,3,Anies ini berani banget lawan rezim ..kaya rakyat lagi nanya kemana anggaran besar itu larinya apalagi duitnya duit ngutang .. seperti itu lah kalau secara kasarnya..cuma butuh penjelasan.. sebenernya anies ini ngewakilin uneg-uneg masyarakat kok ngutang terus tapi rakyat masih begini begini aja terus tni yg mempertahankan tanah negara aja mah banyak yg gak punya rumah dll mana yg katanya ekonomi meroket😂 ..jadi buat pendukung paslon 2 emang kalian semua gak ada bedanya dg yg anda dukung ..mgkin kalian memang hidupnya enak ..tapi ratusan juta org lainnya tuh ngerasa gini gini amat yak hidup
@aguspurna6733,2024-01-09T02:44:53Z,2024-01-09T02:44:53Z,0,Ganjar keren abis
@Nengmonikk,2024-01-09T02:43:56Z,2024-01-09T02:43:56Z,0,Anies apaan sih😅😅
@cevlog8893,2024-01-09T02:42:29Z,2024-01-09T02:42:29Z,0,Ayo mbak NS! hadirkan 3 capres untuk debat terbuka. Cawapres juga dihadirkan pada kesempatan yg berikutnya.
